Configurations/Options	875	876	877	878	880	881	882	883	884	885	886	887	888	889	890	891	892	893	894	895	896	897	898	899	901	956	958	960	967	970	974	977	980	983	986	989	992	995	998	1001	1003	1005	1007	1009	1011	1013	1030	1032	1034	1036	1038	1040	1042	1044	1046
	Transmission_and_Driveline	TracksArchitecture	TrackPack	Transmission	TireArchitecture	Transmission	FrontEndDifferential	RearEndDifferential	FrontSecondAxle	NoFrontSecondAxle	FrontSecondAxle	ThroughDifferential	FrontSecondAxleTire1	FrontSecondAxleTire2	RearSecondAxle	NoRearSecondAxle	RearSecondAxle	RearSecondDifferential	RearSecondAxleTire1	RearSecondAxleTire2	FrontTire1	FrontTire2	RearTire1	RearTire2	DieselEngine	M113_Track_Pkg	Bradley_Track_Pkg	Puma_Track_Pkg	BK	BK	BK-DUA	BK-DUA	G20__14_00R20	G20__14_00R20	G20__14_00R20	G20__14_00R20	G20__14_00R20	G20__14_00R20	G20__14_00R20	G20__14_00R20	C9_Diesel	C7_Diesel	C18_Diesel	C15_Diesel	C13_Diesel	D6V8	LSG_2000	X300_12	HMPT_800HP	HMPT_1500HP	HMPT_1000HP	CX31	CX28	CX31_PTO	484
4307	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
4308	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
4309	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
4310	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
4311	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
4312	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
4313	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
4314	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
4315	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
