# time FuelFlowRate 
0.0000000000E+000 	1.6000000000E+000 	
1.0000000000E-002 	1.4960753905E+000 	
2.0000000000E-002 	1.4097281513E+000 	
3.0000000000E-002 	1.3374548628E+000 	
4.0000000000E-002 	1.2765302482E+000 	
5.0000000000E-002 	1.2248849836E+000 	
6.0000000000E-002 	1.1809033506E+000 	
7.0000000000E-002 	1.1433005957E+000 	
8.0000000000E-002 	1.1110635992E+000 	
9.0000000000E-002 	1.0834027263E+000 	
1.0000000000E-001 	1.0596805852E+000 	
1.1000000000E-001 	1.0393756196E+000 	
1.2000000000E-001 	1.0220553309E+000 	
1.3000000000E-001 	1.0073565212E+000 	
1.4000000000E-001 	9.9497064862E-001 	
1.5000000000E-001 	9.8463290204E-001 	
1.6000000000E-001 	9.7611143985E-001 	
1.7000000000E-001 	9.6920536116E-001 	
1.8000000000E-001 	9.6374172250E-001 	
1.9000000000E-001 	9.5956744112E-001 	
2.0000000000E-001 	9.5654658153E-001 	
2.1000000000E-001 	9.5455814924E-001 	
2.2000000000E-001 	9.5349426605E-001 	
2.3000000000E-001 	9.5325863655E-001 	
2.4000000000E-001 	9.5376107571E-001 	
2.5000000000E-001 	9.5492424129E-001 	
2.6000000000E-001 	9.5667982287E-001 	
2.7000000000E-001 	9.5896675401E-001 	
2.8000000000E-001 	9.6173044973E-001 	
2.9000000000E-001 	9.6492212779E-001 	
3.0000000000E-001 	9.6849820246E-001 	
3.1000000000E-001 	9.7241974158E-001 	
3.2000000000E-001 	9.7665197951E-001 	
3.3000000000E-001 	9.8116387987E-001 	
3.4000000000E-001 	9.8592774276E-001 	
3.5000000000E-001 	9.9091885202E-001 	
3.6000000000E-001 	9.9611515843E-001 	
3.7000000000E-001 	1.0014969955E+000 	
3.8000000000E-001 	1.0070468243E+000 	
3.9000000000E-001 	1.0127490052E+000 	
4.0000000000E-001 	1.0185895929E+000 	
4.1000000000E-001 	1.0245561529E+000 	
4.2000000000E-001 	1.0306290381E+000 	
4.3000000000E-001 	1.0367974032E+000 	
